Date,Service Category,Marketing Channel,Season,Customer Type,Ad Spend,Conversions,Daily Revenue,Year,Month,Day,DayOfWeek,ROI,Profit,Conversion Rate
2024-09-14,Cake,In-store Promo,Spring,Returning,183.15,4,43.29,2024,9,14,5,-0.7636363636363637,-139.86,0.021840021840021838
2024-12-23,Bread,Google Maps,Winter,Returning,22.17,3,74.66,2024,12,23,0,2.367613892647722,52.489999999999995,0.13531799729364005
2024-09-20,Cookie,Local Magazine,Spring,New,162.1,10,148.04,2024,9,20,4,-0.08673658235657003,-14.060000000000002,0.061690314620604564
2024-10-11,Cookie,Instagram,Summer,New,145.47,1,46.38,2024,10,11,4,-0.6811713755413488,-99.09,0.00687426960885406
2024-08-31,Cake,Instagram,Winter,New,84.56,3,32.36,2024,8,31,5,-0.6173131504257332,-52.2,0.035477767265846734
2025-03-19,Bread,Local Magazine,Fall,Returning,14.11,6,152.04,2025,3,19,2,9.775336640680369,137.93,0.4252303330970943
2024-07-02,Cupcake,Instagram,Fall,New,199.61,1,40.78,2024,7,2,1,-0.7957016181554031,-158.83,0.005009769049646811
2025-02-05,Cupcake,Google Maps,Summer,Returning,54.96,3,106.23,2025,2,5,2,0.9328602620087336,51.27,0.05458515283842795
2024-06-04,Cookie,Local Magazine,Summer,Returning,24.95,10,197.15,2024,6,4,1,6.90180360721443,172.20000000000002,0.40080160320641284
2024-11-27,Cupcake,Google Maps,Fall,Returning,32.96,10,470.53,2024,11,27,2,13.275788834951456,437.57,0.30339805825242716
2024-07-24,Bread,In-store Promo,Fall,Returning,22.11,1,40.78,2024,7,24,2,0.8444142921754864,18.67,0.045228403437358664
2024-08-21,Cupcake,Local Magazine,Winter,New,88.64,7,51.13,2024,8,21,2,-0.4231723826714801,-37.51,0.078971119133574
2024-08-16,Cake,Google Maps,Winter,New,47.61,9,137.63,2024,8,16,4,1.8907792480571308,90.02,0.1890359168241966
2024-07-16,Cake,In-store Promo,Fall,Returning,193.58,7,239.83,2024,7,16,1,0.23891930984605847,46.25,0.03616076040913317
2024-06-07,Cake,Local Magazine,Summer,Returning,152.61,3,78.56,2024,6,7,4,-0.4852237730161851,-74.05000000000001,0.01965795164143896
2024-07-27,Cake,In-store Promo,Fall,New,97.39,10,274.77,2024,7,27,5,1.8213368929048157,177.38,0.10267994660642776
2025-02-14,Cake,Google Maps,Summer,New,89.31,5,199.07,2025,2,14,4,1.2289777180606873,109.75999999999999,0.05598477214197738
2024-12-20,Cookie,Local Magazine,Winter,Returning,138.33,3,92.3,2024,12,20,4,-0.3327550061447265,-46.030000000000015,0.02168726957276079
2025-03-23,Bread,Google Maps,Fall,New,67.28,1,31.55,2025,3,23,6,-0.531064209274673,-35.730000000000004,0.014863258026159334
2025-04-22,Cake,Google Maps,Winter,New,50.41,10,340.11,2025,4,22,1,5.746875619916684,289.70000000000005,0.19837333862328904
2024-10-20,Cookie,Google Maps,Summer,Returning,59.14,8,95.41,2024,10,20,6,0.6132904971254649,36.269999999999996,0.13527223537368954
2025-01-19,Cookie,Google Maps,Spring,New,48.31,8,65.18,2025,1,19,6,0.34920306354791975,16.870000000000005,0.16559718484785757
2024-10-08,Cupcake,Instagram,Summer,Returning,105.25,10,443.54,2024,10,8,1,3.2141567695961997,338.29,0.09501187648456057
2025-02-27,Cake,In-store Promo,Summer,New,177.98,5,39.4,2025,2,27,3,-0.7786268120013484,-138.57999999999998,0.028093044162265424
2024-08-10,Bread,In-store Promo,Winter,New,190.66,6,203.86,2024,8,10,5,0.06923318997167742,13.200000000000017,0.03146963180530788
2024-08-15,Cupcake,Google Maps,Winter,New,69.76,10,101.08,2024,8,15,3,0.44896788990825676,31.319999999999993,0.143348623853211
2025-04-11,Cookie,Google Maps,Winter,Returning,96.58,2,35.29,2025,4,11,4,-0.6346034375647132,-61.29,0.02070822116380203
2025-01-03,Cookie,Instagram,Spring,New,118.06,5,44.01,2025,1,3,4,-0.6272234457055735,-74.05000000000001,0.042351346772827377
2024-06-30,Cupcake,In-store Promo,Summer,New,63.63,10,473.31,2024,6,30,6,6.438472418670439,409.68,0.15715857300015715
2025-03-22,Cake,Google Maps,Fall,Returning,179.55,10,108.2,2025,3,22,5,-0.39738234475076584,-71.35000000000001,0.0556947925368978
2024-07-25,Cookie,Instagram,Fall,Returning,190.63,10,260.43,2024,7,25,3,0.36615433037821965,69.80000000000001,0.05245764045533232
2024-08-28,Cookie,Local Magazine,Winter,Returning,44.37,6,147.45,2024,8,28,2,2.3231913455037185,103.07999999999998,0.1352265043948614
2024-05-27,Cake,Instagram,Spring,Returning,70.37,3,137.57,2024,5,27,0,0.9549523944862865,67.19999999999999,0.04263180332528066
2025-01-04,Cupcake,In-store Promo,Spring,Returning,139.23,6,186.44,2025,1,4,5,0.3390792214321627,47.21000000000001,0.04309416074121957
2025-01-23,Cupcake,Instagram,Spring,Returning,72.38,10,129.45,2025,1,23,3,0.7884774799668416,57.06999999999999,0.13815971262779775
2025-02-20,Cupcake,Local Magazine,Summer,New,89.12,1,30.46,2025,2,20,3,-0.658213644524237,-58.660000000000004,0.011220825852782765
2025-01-06,Cupcake,Instagram,Spring,Returning,37.27,7,210.13,2025,1,6,0,4.638046686342903,172.85999999999999,0.18781862087469814
2024-10-05,Cake,Instagram,Summer,Returning,199.6,4,31.78,2024,10,5,5,-0.8407815631262525,-167.82,0.02004008016032064
2024-07-14,Cake,Instagram,Fall,New,195.45,1,26.61,2024,7,14,6,-0.8638526477359938,-168.83999999999997,0.005116398055768739
2024-10-03,Cookie,In-store Promo,Summer,Returning,107.94,9,419.18,2024,10,3,3,2.8834537706133037,311.24,0.08337965536409116
2025-02-10,Cake,Google Maps,Summer,Returning,181.0,10,83.6,2025,2,10,0,-0.538121546961326,-97.4,0.055248618784530384
2024-06-02,Cookie,Google Maps,Summer,Returning,126.08,5,65.3,2024,6,2,6,-0.4820748730964467,-60.78,0.03965736040609137
2024-08-29,Cake,Google Maps,Winter,Returning,96.97,3,83.42,2024,8,29,3,-0.13973393833144268,-13.549999999999997,0.030937403320614624
2024-10-07,Cupcake,Instagram,Summer,New,193.48,3,79.84,2024,10,7,0,-0.5873475294604094,-113.63999999999999,0.01550547860243953
2024-11-01,Bread,In-store Promo,Fall,New,97.45,10,490.98,2024,11,1,4,4.038276038994356,393.53000000000003,0.1026167265264238
2024-12-04,Cupcake,In-store Promo,Winter,New,76.02,1,20.29,2024,12,4,2,-0.7330965535385425,-55.73,0.013154433043935806
2024-08-27,Bread,Instagram,Winter,Returning,46.77,10,206.16,2024,8,27,1,3.4079538165490693,159.39,0.2138122728244601
2024-12-31,Cake,Instagram,Winter,New,100.28,9,270.54,2024,12,31,1,1.697846031112884,170.26000000000002,0.08974870362983646
2025-04-02,Cookie,Google Maps,Winter,Returning,92.0,6,248.73,2025,4,2,2,1.703586956521739,156.73,0.06521739130434782
2024-11-22,Cookie,Instagram,Fall,New,194.31,3,58.1,2024,11,22,4,-0.7009932581956667,-136.21,0.015439246564767639
2024-11-27,Cake,Instagram,Fall,New,37.13,7,55.9,2024,11,27,2,0.5055211419337462,18.769999999999996,0.18852679773767841
2024-09-13,Cupcake,Google Maps,Spring,New,122.61,8,84.43,2024,9,13,4,-0.3113938504200309,-38.17999999999999,0.06524753282766495
2024-11-20,Cake,In-store Promo,Fall,Returning,45.5,7,35.21,2024,11,20,2,-0.22615384615384612,-10.29,0.15384615384615385
2024-11-21,Cupcake,Google Maps,Fall,New,133.06,8,217.53,2024,11,21,3,0.6348263941079212,84.47,0.060123252667969335
2024-09-27,Cookie,In-store Promo,Spring,Returning,62.87,7,104.73,2024,9,27,4,0.6658183553364085,41.86000000000001,0.11134086209638938
2024-08-31,Cookie,Local Magazine,Winter,New,126.84,7,96.38,2024,8,31,5,-0.24014506464837596,-30.460000000000008,0.05518763796909492
2025-03-17,Cupcake,In-store Promo,Fall,New,154.73,7,326.91,2025,3,17,0,1.1127770955858596,172.18000000000004,0.04524009565048795
2024-09-28,Cupcake,Instagram,Spring,New,21.19,9,251.27,2024,9,28,5,10.857951864086834,230.08,0.42472864558754125
2024-08-15,Cake,Local Magazine,Winter,New,84.86,4,131.3,2024,8,15,3,0.5472543012019798,46.44000000000001,0.047136460051850106
2024-11-01,Cookie,In-store Promo,Fall,New,180.27,7,41.88,2024,11,1,4,-0.7676818106174073,-138.39000000000001,0.03883064292450213
2024-05-24,Bread,Local Magazine,Spring,Returning,12.62,8,215.52,2024,5,24,4,16.077654516640255,202.9,0.6339144215530904
2024-10-18,Cupcake,In-store Promo,Summer,Returning,48.06,9,294.98,2024,10,18,4,5.137744486059093,246.92000000000002,0.18726591760299624
2025-02-01,Cookie,In-store Promo,Summer,New,147.5,8,189.68,2025,2,1,5,0.2859661016949153,42.18000000000001,0.05423728813559322
2024-06-30,Cookie,Instagram,Summer,New,20.03,10,136.36,2024,6,30,6,5.807788317523714,116.33000000000001,0.4992511233150274
2025-02-25,Cake,Instagram,Summer,New,64.81,10,446.35,2025,2,25,1,5.887054466903256,381.54,0.1542971763616726
2024-08-20,Cupcake,In-store Promo,Winter,Returning,57.88,7,95.7,2024,8,20,1,0.6534208707671043,37.82,0.12093987560469938
2024-12-03,Cake,Local Magazine,Winter,New,27.45,10,253.45,2024,12,3,1,8.233151183970856,226.0,0.3642987249544627
2025-03-15,Cookie,Instagram,Fall,New,21.25,10,69.88,2025,3,15,5,2.288470588235294,48.629999999999995,0.47058823529411764
2024-10-23,Cupcake,Google Maps,Summer,Returning,38.42,2,99.34,2024,10,23,2,1.5856324830817283,60.92,0.052056220718375845
2024-10-17,Cupcake,Local Magazine,Summer,New,97.16,1,15.55,2024,10,17,3,-0.8399547138740222,-81.61,0.01029230135858378
2024-12-16,Cupcake,Instagram,Winter,New,196.82,1,33.81,2024,12,16,0,-0.8282186769637232,-163.01,0.00508078447312265
2024-07-22,Bread,Google Maps,Fall,New,62.79,3,134.49,2024,7,22,0,1.1419015766841856,71.70000000000002,0.047778308647873864
2024-08-01,Cupcake,In-store Promo,Winter,New,132.94,7,287.82,2024,8,1,3,1.1650368587332631,154.88,0.05265533323303746
2025-03-16,Cupcake,In-store Promo,Fall,New,89.26,2,87.35,2025,3,16,6,-0.021398162670849326,-1.9100000000000108,0.02240645305848084
2024-11-06,Cupcake,In-store Promo,Fall,New,21.41,10,383.66,2024,11,6,2,16.919663708547407,362.25,0.4670714619336758
2025-03-09,Cake,In-store Promo,Fall,Returning,195.59,2,67.63,2025,3,9,6,-0.6542256761593129,-127.96000000000001,0.010225471649879851
2025-01-03,Cake,Instagram,Spring,New,116.28,7,318.8,2025,1,3,4,1.7416580667354662,202.52,0.06019951840385277
2025-03-17,Cupcake,In-store Promo,Fall,Returning,176.04,9,117.61,2025,3,17,0,-0.33191320154510334,-58.42999999999999,0.05112474437627812
2025-05-01,Cake,Local Magazine,Spring,Returning,193.07,10,464.0,2025,5,1,3,1.4032734241466827,270.93,0.05179468586523023
2025-02-15,Bread,Local Magazine,Summer,Returning,196.15,2,74.91,2025,2,15,5,-0.6180983940861586,-121.24000000000001,0.010196278358399183
2024-05-22,Cupcake,Google Maps,Spring,Returning,49.57,5,38.24,2024,5,22,2,-0.2285656647165624,-11.329999999999998,0.10086746015735323
2025-05-01,Bread,Google Maps,Spring,Returning,74.94,9,98.53,2025,5,1,3,0.3147851614625034,23.590000000000003,0.1200960768614892
2024-12-31,Bread,In-store Promo,Winter,New,11.24,4,21.8,2024,12,31,1,0.9395017793594306,10.56,0.35587188612099646
2024-07-30,Cupcake,Local Magazine,Fall,Returning,80.32,7,291.26,2024,7,30,1,2.626245019920319,210.94,0.08715139442231076
2024-07-05,Cake,In-store Promo,Fall,Returning,89.99,6,213.74,2024,7,5,4,1.375152794754973,123.75000000000001,0.0666740748972108
2024-06-19,Cupcake,Google Maps,Summer,Returning,159.75,5,46.12,2024,6,19,2,-0.7112989045383411,-113.63,0.03129890453834116
2024-12-04,Cake,Local Magazine,Winter,New,168.52,1,7.37,2024,12,4,2,-0.9562663185378589,-161.15,0.005934013766911939
2024-11-30,Bread,Local Magazine,Fall,Returning,80.53,4,192.54,2024,11,30,5,1.3909102197938654,112.00999999999999,0.0496709300881659
2025-04-16,Cookie,Instagram,Winter,New,52.22,5,194.96,2025,4,16,2,2.733435465338951,142.74,0.09574875526618154
2024-12-27,Cookie,Google Maps,Winter,New,86.45,9,97.45,2024,12,27,4,0.12724117987275882,11.0,0.10410641989589357
2025-01-19,Cookie,Instagram,Spring,New,49.19,9,237.25,2025,1,19,6,3.82313478349258,188.06,0.1829640170766416
2025-01-03,Bread,In-store Promo,Spring,New,71.44,10,309.81,2025,1,3,4,3.3366461366181412,238.37,0.13997760358342665
2024-12-30,Cookie,Google Maps,Winter,New,119.4,8,145.63,2024,12,30,0,0.21968174204355098,26.22999999999999,0.06700167504187604
2024-07-11,Cookie,Instagram,Fall,New,194.18,2,12.13,2024,7,11,3,-0.9375321866309609,-182.05,0.010299721907508497
2024-10-09,Cookie,In-store Promo,Summer,New,48.9,9,92.79,2024,10,9,2,0.8975460122699388,43.89000000000001,0.18404907975460122
2024-08-04,Cookie,Instagram,Winter,New,17.09,6,262.68,2024,8,4,6,14.3703920421299,245.59,0.3510825043885313
2024-10-25,Cake,Instagram,Summer,New,132.22,4,143.9,2024,10,25,4,0.08833761911964912,11.680000000000007,0.030252609287551052
2024-05-27,Cookie,In-store Promo,Spring,New,96.44,7,154.61,2024,5,27,0,0.6031729572791374,58.170000000000016,0.07258399004562423
2024-12-01,Bread,In-store Promo,Winter,New,158.4,3,22.87,2024,12,1,6,-0.8556186868686868,-135.53,0.01893939393939394
2024-06-23,Cookie,Local Magazine,Summer,Returning,32.11,9,319.71,2024,6,23,6,8.956711304889442,287.59999999999997,0.2802865151043289
2025-02-09,Cookie,Local Magazine,Summer,New,91.4,6,138.63,2025,2,9,6,0.5167396061269145,47.22999999999999,0.06564551422319474
2024-11-27,Cupcake,Google Maps,Fall,New,13.55,1,34.51,2024,11,27,2,1.546863468634686,20.959999999999997,0.07380073800738007
2024-07-30,Cupcake,Instagram,Fall,New,130.25,2,80.84,2024,7,30,1,-0.3793474088291746,-49.41,0.015355086372360844
2025-04-29,Cupcake,Local Magazine,Winter,New,170.08,8,259.27,2025,4,29,1,0.5244002822201315,89.18999999999997,0.047036688617121354
2025-02-19,Cupcake,In-store Promo,Summer,Returning,27.78,1,5.04,2025,2,19,2,-0.8185745140388769,-22.740000000000002,0.03599712023038157
2024-05-12,Cookie,Local Magazine,Spring,New,103.94,7,57.0,2024,5,12,6,-0.4516066961708678,-46.94,0.0673465460842794
2025-02-16,Cookie,Local Magazine,Summer,New,73.83,2,96.92,2025,2,16,6,0.31274549641067323,23.090000000000003,0.027089259108763374
2024-05-20,Cake,Local Magazine,Spring,New,13.9,6,298.6,2024,5,20,0,20.482014388489212,284.70000000000005,0.4316546762589928
2025-01-10,Cupcake,Google Maps,Spring,Returning,156.47,2,79.63,2025,1,10,4,-0.4910845529494472,-76.84,0.012782002939860676
2025-02-09,Bread,Google Maps,Summer,New,160.1,5,37.15,2025,2,9,6,-0.7679575265459088,-122.94999999999999,0.03123048094940662
2025-04-29,Bread,Google Maps,Winter,Returning,23.32,4,76.65,2025,4,29,1,2.2868782161234993,53.330000000000005,0.17152658662092624
2025-04-28,Cake,In-store Promo,Winter,Returning,51.82,1,44.12,2025,4,28,0,-0.14859127749903517,-7.700000000000003,0.0192975685063682
2024-06-02,Bread,Google Maps,Summer,Returning,161.76,7,132.87,2024,6,2,6,-0.1785979228486646,-28.889999999999986,0.04327398615232443
2024-05-09,Cookie,In-store Promo,Spring,Returning,111.9,2,33.13,2024,5,9,3,-0.7039320822162646,-78.77000000000001,0.017873100983020553
2024-08-08,Bread,In-store Promo,Winter,Returning,183.7,7,223.69,2024,8,8,3,0.21769188894937405,39.99000000000001,0.03810560696788242
2024-11-03,Cupcake,Local Magazine,Fall,Returning,24.78,10,89.29,2024,11,3,6,2.603309120258273,64.51,0.4035512510088781
2024-12-25,Cake,Local Magazine,Winter,Returning,169.4,4,174.71,2024,12,25,2,0.03134592680047227,5.310000000000002,0.023612750885478158
2024-07-08,Cupcake,Local Magazine,Fall,Returning,33.69,1,32.34,2024,7,8,0,-0.04007123775601052,-1.3499999999999943,0.029682398337785694
2025-03-24,Cake,Google Maps,Fall,New,87.07,8,106.4,2025,3,24,0,0.22200528310554743,19.330000000000013,0.09188009647410131
2024-06-21,Cupcake,In-store Promo,Summer,New,164.28,8,265.34,2024,6,21,4,0.6151692232773313,101.05999999999997,0.048697345994643294
2024-10-07,Cookie,Instagram,Summer,New,154.93,10,490.62,2024,10,7,0,2.1667204543987606,335.69,0.06454527851287678
2024-09-29,Cookie,Instagram,Spring,Returning,150.42,4,57.24,2024,9,29,6,-0.6194654966094933,-93.17999999999998,0.02659220848291451
2024-05-25,Cookie,Instagram,Spring,Returning,86.26,3,128.36,2024,5,25,5,0.48805935543705087,42.10000000000001,0.03477857639693948
2025-04-10,Cake,In-store Promo,Winter,New,20.82,3,95.1,2025,4,10,3,3.5677233429394812,74.28,0.1440922190201729
2024-07-16,Cupcake,Google Maps,Fall,Returning,195.52,10,495.91,2024,7,16,1,1.536364566284779,300.39,0.051145662847790506
2024-10-07,Cake,Local Magazine,Summer,New,42.28,10,279.13,2024,10,7,0,5.601939451277199,236.85,0.23651844843897823
2024-07-11,Cake,Local Magazine,Fall,New,105.36,9,206.57,2024,7,11,3,0.9606112376613515,101.21,0.08542141230068337
2025-03-20,Cake,Local Magazine,Fall,New,195.89,8,362.55,2025,3,20,3,0.8507836030425241,166.66000000000003,0.04083924651590178
2024-12-17,Cake,In-store Promo,Winter,New,96.62,7,52.9,2024,12,17,1,-0.4524943075967709,-43.720000000000006,0.0724487683709377
2025-04-17,Cookie,Local Magazine,Winter,New,125.89,1,32.63,2025,4,17,3,-0.7408054650885693,-93.25999999999999,0.007943442688061006
2025-04-26,Cake,Google Maps,Winter,Returning,194.16,8,242.3,2025,4,26,5,0.2479398434281006,48.140000000000015,0.04120313143798929
2024-07-02,Cake,Instagram,Fall,New,59.23,8,168.81,2024,7,2,1,1.8500759750126627,109.58000000000001,0.13506668917778153
2025-02-06,Cupcake,In-store Promo,Summer,Returning,43.09,3,121.16,2025,2,6,3,1.8117892782548153,78.07,0.0696217219772569
2025-05-02,Cake,Google Maps,Spring,Returning,50.16,4,183.16,2025,5,2,4,2.651515151515152,133.0,0.07974481658692185
2024-10-09,Cupcake,In-store Promo,Summer,New,18.74,2,96.11,2024,10,9,2,4.128601921024547,77.37,0.10672358591248667
2024-05-27,Cookie,Google Maps,Spring,New,130.39,2,65.91,2024,5,27,0,-0.4945164506480558,-64.47999999999999,0.015338599585857813
2024-07-05,Cookie,Local Magazine,Fall,New,178.7,4,92.78,2024,7,5,4,-0.48080581980973697,-85.91999999999999,0.022383883603805263
2025-01-17,Bread,Local Magazine,Spring,Returning,108.96,8,48.94,2025,1,17,4,-0.5508443465491923,-60.019999999999996,0.07342143906020558
2024-05-15,Cake,In-store Promo,Spring,Returning,124.5,10,122.76,2024,5,15,2,-0.01397590361445779,-1.7399999999999949,0.08032128514056225
2025-01-25,Cupcake,Instagram,Spring,Returning,115.59,9,67.61,2025,1,25,5,-0.4150878103642184,-47.980000000000004,0.07786140669608098
2025-04-30,Bread,Instagram,Winter,Returning,37.21,7,342.72,2025,4,30,2,8.210427304488041,305.51000000000005,0.18812147272238644
2024-10-30,Bread,Google Maps,Summer,Returning,196.65,8,249.53,2024,10,30,2,0.26890414441901855,52.879999999999995,0.040681413679125346
2025-01-13,Cupcake,Local Magazine,Spring,Returning,98.15,9,68.47,2025,1,13,0,-0.3023942944472746,-29.680000000000007,0.09169638308711156
2025-02-22,Cupcake,In-store Promo,Summer,New,194.04,2,54.48,2025,2,22,5,-0.7192331478045764,-139.56,0.010307153164296022
2025-04-09,Cupcake,Instagram,Winter,New,55.34,8,384.61,2025,4,9,2,5.949945789663896,329.27,0.14456089627755692
2025-03-23,Cake,Instagram,Fall,New,37.71,9,360.32,2025,3,23,6,8.555025192256696,322.61,0.2386634844868735
2025-04-29,Cake,In-store Promo,Winter,New,175.84,3,93.23,2025,4,29,1,-0.4698020928116469,-82.61,0.017060964513193812
2025-02-12,Cookie,Instagram,Summer,Returning,194.18,9,334.91,2025,2,12,2,0.7247399320218355,140.73000000000002,0.046348748583788235
2024-07-25,Cake,Google Maps,Fall,Returning,82.9,10,384.78,2024,7,25,3,3.641495778045838,301.88,0.12062726176115801
2024-12-03,Cookie,Google Maps,Winter,Returning,21.56,3,142.1,2024,12,3,1,5.590909090909091,120.53999999999999,0.1391465677179963
2024-08-27,Cake,In-store Promo,Winter,Returning,146.76,2,47.37,2024,8,27,1,-0.6772281275551921,-99.38999999999999,0.013627691469065142
2025-04-05,Cupcake,Local Magazine,Winter,Returning,32.57,9,386.99,2025,4,5,5,10.881793061099172,354.42,0.276327909118821
2024-07-11,Bread,Instagram,Fall,New,13.13,6,248.9,2024,7,11,3,17.956587966488957,235.77,0.4569687738004569
2025-01-08,Cake,Instagram,Spring,New,104.23,1,18.87,2025,1,8,2,-0.8189580734913172,-85.36,0.009594166746618055
2025-02-26,Cupcake,In-store Promo,Summer,Returning,78.14,10,317.64,2025,2,26,2,3.0650115177885846,239.5,0.1279754287176862
2025-04-19,Cupcake,Google Maps,Winter,New,73.28,9,208.28,2025,4,19,5,1.842248908296943,135.0,0.12281659388646288
2025-04-22,Cupcake,Google Maps,Winter,New,60.24,10,180.35,2025,4,22,1,1.9938579017264273,120.10999999999999,0.16600265604249667
2024-10-02,Cookie,In-store Promo,Summer,Returning,40.89,10,134.97,2024,10,2,2,2.3008070432868672,94.08,0.24455857177794083
2024-08-02,Cake,Local Magazine,Winter,New,37.26,6,114.06,2024,8,2,4,2.061191626409018,76.80000000000001,0.16103059581320453
2024-05-28,Cake,Instagram,Spring,New,174.87,7,239.19,2024,5,28,1,0.36781609195402293,64.32,0.040029736375593296
2024-08-04,Cake,In-store Promo,Winter,Returning,162.68,8,177.87,2024,8,4,6,0.0933734939759036,15.189999999999998,0.049176297024834024
2024-07-25,Cookie,In-store Promo,Fall,New,19.62,2,96.51,2024,7,25,3,3.918960244648318,76.89,0.1019367991845056
2024-09-30,Bread,Instagram,Spring,New,71.17,1,32.96,2024,9,30,0,-0.5368835183363777,-38.21,0.01405086412814388
2025-02-04,Cake,In-store Promo,Summer,New,151.16,5,95.05,2025,2,4,1,-0.3711960836200053,-56.11,0.03307753373908442
2024-05-04,Cookie,In-store Promo,Spring,New,192.01,10,451.56,2024,5,4,5,1.3517525128899537,259.55,0.05208062080099995
2025-03-25,Cake,In-store Promo,Fall,Returning,20.67,9,288.55,2025,3,25,1,12.95984518626028,267.88,0.43541364296081275
2025-03-27,Cake,Instagram,Fall,New,84.73,2,87.17,2025,3,27,3,0.02879735630827331,2.4399999999999977,0.02360439041661749
2025-03-09,Cupcake,Google Maps,Fall,Returning,147.97,9,230.58,2025,3,9,6,0.5582888423329054,82.61000000000001,0.06082313982564033
2024-11-30,Cookie,Instagram,Fall,Returning,26.76,3,146.05,2024,11,30,5,4.457772795216742,119.29,0.11210762331838564
2024-11-10,Cake,Instagram,Fall,Returning,180.94,10,67.45,2024,11,10,6,-0.6272244943075053,-113.49,0.05526693931690063
2025-04-28,Cake,Instagram,Winter,Returning,112.68,1,20.2,2025,4,28,0,-0.8207312744053958,-92.48,0.008874689385871494
2024-09-07,Cookie,Google Maps,Spring,Returning,53.91,8,176.94,2024,9,7,5,2.282136894824708,123.03,0.1483954739380449
2024-11-29,Cookie,Instagram,Fall,New,167.08,1,48.94,2024,11,29,4,-0.7070864256643524,-118.14000000000001,0.0059851568111084505
2024-09-26,Cake,Local Magazine,Spring,New,23.22,8,204.97,2024,9,26,3,7.827304048234281,181.75,0.34453057708871665
2024-12-24,Cupcake,Google Maps,Winter,New,115.44,7,220.8,2024,12,24,1,0.9126819126819128,105.36000000000001,0.060637560637560636
2025-04-27,Cake,Instagram,Winter,New,26.9,8,274.41,2025,4,27,6,9.201115241635689,247.51000000000002,0.29739776951672864
2025-01-26,Cookie,In-store Promo,Spring,New,174.19,4,24.49,2025,1,26,6,-0.85940639531546,-149.7,0.02296343073655204
2025-01-22,Cake,Instagram,Spring,New,158.66,10,284.81,2025,1,22,2,0.7950964326232195,126.15,0.06302785831337451
2024-06-11,Cookie,Instagram,Summer,New,168.69,9,360.94,2024,6,11,1,1.1396644732942083,192.25,0.053352303041081274
2025-02-15,Cookie,Local Magazine,Summer,New,62.38,7,105.78,2025,2,15,5,0.6957358127605001,43.4,0.1122154536710484
2024-10-06,Bread,Instagram,Summer,New,172.84,3,60.74,2024,10,6,6,-0.6485767183522332,-112.1,0.017357093265447814
2024-09-12,Cupcake,In-store Promo,Spring,New,184.38,6,279.89,2024,9,12,3,0.5180062913548107,95.50999999999999,0.03254149040026033
2024-11-14,Cookie,Google Maps,Fall,New,196.47,8,53.77,2024,11,14,3,-0.7263195398788619,-142.7,0.0407186847864814
2024-07-20,Cupcake,Local Magazine,Fall,New,49.21,5,29.68,2024,7,20,5,-0.39687055476529165,-19.53,0.1016053647632595
2024-05-29,Cookie,Instagram,Spring,Returning,139.86,3,75.76,2024,5,29,2,-0.45831545831545834,-64.10000000000001,0.021450021450021447
2025-04-14,Cookie,Local Magazine,Winter,New,21.08,7,268.71,2025,4,14,0,11.747153700189754,247.63,0.33206831119544594
2024-08-11,Cupcake,Google Maps,Winter,New,136.47,7,233.27,2024,8,11,6,0.7093134022129407,96.80000000000001,0.05129332454019198
2024-10-31,Cupcake,Local Magazine,Summer,Returning,182.99,1,40.41,2024,10,31,3,-0.7791682605606864,-142.58,0.00546477949614733
2024-11-24,Cookie,Google Maps,Fall,New,114.72,10,225.41,2024,11,24,6,0.964870990237099,110.69,0.08716875871687588
2024-09-07,Cake,Instagram,Spring,New,185.43,2,54.31,2024,9,7,5,-0.7071131963544195,-131.12,0.010785741250067411
2024-05-19,Cake,Google Maps,Spring,New,164.86,1,33.01,2024,5,19,6,-0.7997695013951233,-131.85000000000002,0.006065752759917505
2025-03-10,Cake,In-store Promo,Fall,New,60.36,6,165.66,2025,3,10,0,1.7445328031809144,105.3,0.09940357852882704
2024-05-29,Cookie,Local Magazine,Spring,Returning,113.06,8,349.74,2024,5,29,2,2.0934017335927826,236.68,0.07075888908544135
2024-08-19,Bread,Local Magazine,Winter,Returning,169.07,6,144.28,2024,8,19,0,-0.1466256580114745,-24.789999999999992,0.03548825930088129
2025-01-12,Bread,In-store Promo,Spring,Returning,42.91,3,139.85,2025,1,12,6,2.2591470519692383,96.94,0.06991377301328362
2025-01-24,Cookie,Local Magazine,Spring,Returning,158.98,6,188.52,2025,1,24,4,0.18580953579066564,29.54000000000002,0.03774059630142156
2025-02-07,Bread,In-store Promo,Summer,Returning,151.06,9,175.84,2025,2,7,4,0.16404077849860982,24.78,0.059578975241625844
2025-01-16,Cookie,Local Magazine,Spring,Returning,155.55,3,61.48,2025,1,16,3,-0.6047573127611702,-94.07000000000002,0.019286403085824494
2024-10-12,Cookie,Google Maps,Summer,Returning,88.39,9,282.82,2024,10,12,5,2.199683222083946,194.43,0.10182147301730965
2024-07-24,Bread,Instagram,Fall,Returning,195.58,7,115.37,2024,7,24,2,-0.41011350853870543,-80.21000000000001,0.03579098067287043
2024-12-24,Cupcake,Instagram,Winter,Returning,77.56,1,34.65,2024,12,24,1,-0.5532490974729242,-42.910000000000004,0.012893243940175348
2025-04-30,Cake,Instagram,Winter,New,161.74,10,62.23,2025,4,30,2,-0.615246692222085,-99.51000000000002,0.06182762458266353
2025-04-06,Cake,Google Maps,Winter,Returning,188.52,6,69.12,2025,4,6,6,-0.6333545512412476,-119.4,0.031826861871419476
